Ensembl,logFC,FDR,SYMBOL
ENSG00000106524,-0.336468119,0.004023791,ANKMY2
ENSG00000164331,0.354183099,0.005036148,ANKRA2
ENSG00000148677,4.193448721,2.94E-44,ANKRD1
ENSG00000088448,0.000617297,0.996719756,ANKRD10
ENSG00000167522,-0.092375308,0.613450545,ANKRD11
ENSG00000101745,-0.523913267,0.005092625,ANKRD12
ENSG00000076513,0.486358875,3.44E-05,ANKRD13A
ENSG00000198720,-0.615306188,1.56E-05,ANKRD13B
ENSG00000118454,0.151912078,0.192666392,ANKRD13C
ENSG00000172932,-0.289337098,0.008332046,ANKRD13D
ENSG00000134461,-0.005093862,0.976330895,ANKRD16
ENSG00000132466,-0.046728569,0.750186661,ANKRD17
ENSG00000163126,-0.441411785,0.04212448,ANKRD23
ENSG00000089847,-0.759930729,6.02E-05,ANKRD24
ENSG00000107890,-0.174872842,0.192666392,ANKRD26
ENSG00000105186,-0.012802972,0.932244355,ANKRD27
ENSG00000206560,-0.11558213,0.367658428,ANKRD28
ENSG00000154065,1.596819111,2.05E-11,ANKRD29
ENSG00000145700,-0.327522414,0.216308169,ANKRD31
ENSG00000164236,0.010541671,0.960796001,ANKRD33B
ENSG00000272031,-1.170651356,1.03E-05,ANKRD34A
ENSG00000135976,-0.996453954,6.25E-10,ANKRD36
ENSG00000196912,-0.982662074,6.52E-09,ANKRD36B
ENSG00000174501,-1.031793605,4.75E-10,ANKRD36C
ENSG00000186352,0.543256318,0.041160023,ANKRD37
ENSG00000213337,-0.603978313,0.002284267,ANKRD39
ENSG00000154945,-0.150007934,0.17413612,ANKRD40
ENSG00000137494,0.440537925,0.004679983,ANKRD42
ENSG00000065413,0.444143394,0.000395012,ANKRD44
ENSG00000183831,-0.003779418,0.98856046,ANKRD45
ENSG00000186106,-0.483820595,0.000173957,ANKRD46
ENSG00000168876,-0.156994925,0.396363273,ANKRD49
ENSG00000151458,-0.205245647,0.150845225,ANKRD50
ENSG00000139645,0.070709321,0.626552563,ANKRD52
ENSG00000100124,0.023959989,0.875084747,ANKRD54
ENSG00000164512,-2.526072093,9.63E-16,ANKRD55
ENSG00000135299,0.793667593,1.02E-13,ANKRD6
ENSG00000156381,0.583779464,1.27E-07,ANKRD9
ENSG00000064999,0.18607771,0.12334335,ANKS1A
ENSG00000185046,-0.421251222,0.049777418,ANKS1B
ENSG00000168096,-0.013488042,0.919885744,ANKS3
ENSG00000165138,0.518689603,3.72E-06,ANKS6
ENSG00000163516,0.041895581,0.780941804,ANKZF1
ENSG00000011426,-0.242933734,0.028239547,ANLN
ENSG00000160746,0.4323602,0.000333121,ANO10
ENSG00000047617,0.414049863,0.081762643,ANO2
ENSG00000134343,-0.996019252,0.000256177,ANO3
ENSG00000151572,0.144612823,0.430037831,ANO4
ENSG00000171714,0.1105128,0.413420792,ANO5
ENSG00000177119,1.002411015,7.32E-19,ANO6
ENSG00000074855,-0.335870611,0.002574516,ANO8
ENSG00000011201,-0.742240697,0.000122764,ANOS1
ENSG00000140350,-0.416586965,0.000515437,ANP32A
ENSG00000136938,-0.313920817,0.12095163,ANP32B
ENSG00000143401,-0.227428411,0.045066293,ANP32E
ENSG00000103254,0.351402697,0.057808348,ANTKMT
ENSG00000169604,0.697369239,3.76E-08,ANTXR1
ENSG00000163297,1.5000302,1.22E-23,ANTXR2
ENSG00000135046,5.098489638,4.13E-27,ANXA1
ENSG00000122359,0.484660878,0.002929733,ANXA11
ENSG00000182718,4.588042064,2.48E-146,ANXA2
ENSG00000177721,-0.073799292,0.806716416,ANXA2R
ENSG00000196975,0.802793219,3.32E-05,ANXA4
ENSG00000164111,1.793035002,6.57E-30,ANXA5
ENSG00000197043,1.55721237,3.94E-33,ANXA6
ENSG00000138279,0.745155818,8.78E-09,ANXA7
ENSG00000131480,-0.566421743,0.016555163,AOC2
ENSG00000148120,0.077507876,0.60123704,AOPEP
ENSG00000138660,-0.647099541,7.61E-08,AP1AR
ENSG00000100280,-0.107018227,0.394685238,AP1B1
ENSG00000166747,-0.1187984,0.30085164,AP1G1
ENSG00000213983,-0.935840531,2.71E-06,AP1G2
ENSG00000072958,-0.350401822,0.000923773,AP1M1
ENSG00000129354,-2.970111731,8.89E-15,AP1M2
ENSG00000106367,0.23723577,0.080565784,AP1S1
ENSG00000182287,0.626444873,1.52E-08,AP1S2
ENSG00000152056,-0.094533805,0.683067108,AP1S3
ENSG00000196961,0.188595507,0.120516574,AP2A1
ENSG00000183020,-0.005675378,0.962371223,AP2A2
ENSG00000006125,-0.064037396,0.742115093,AP2B1
ENSG00000161203,0.236656621,0.103699566,AP2M1
ENSG00000042753,0.328715699,0.033345389,AP2S1
ENSG00000132842,0.511809906,6.70E-06,AP3B1
ENSG00000103723,-1.155113992,7.07E-13,AP3B2
ENSG00000065000,0.149261127,0.28823275,AP3D1
ENSG00000185009,0.084311552,0.457073605,AP3M1
ENSG00000070718,0.287774586,0.00838377,AP3M2
ENSG00000177879,-0.05540777,0.638917069,AP3S1
ENSG00000157823,0.2303789,0.049344106,AP3S2
ENSG00000134262,-0.526473873,1.26E-05,AP4B1
ENSG00000081014,-0.158476592,0.206967893,AP4E1
ENSG00000221838,-0.001372536,0.992773565,AP4M1
ENSG00000100478,-0.049436938,0.701956418,AP4S1
ENSG00000254470,-0.110533004,0.398268485,AP5B1
ENSG00000053770,-0.033830661,0.784623555,AP5M1
ENSG00000125843,0.149094182,0.34060056,AP5S1
ENSG00000242802,0.268995148,0.095829298,AP5Z1
ENSG00000120868,-0.150824969,0.274237403,APAF1
ENSG00000107282,-0.832366777,7.08E-07,APBA1
ENSG00000034053,-0.403512974,0.003472012,APBA2
ENSG00000011132,0.278604734,0.079475001,APBA3
ENSG00000166313,-0.252431622,0.030028194,APBB1
ENSG00000163697,-0.737808082,3.05E-10,APBB2
ENSG00000113108,0.110175871,0.348505818,APBB3
ENSG00000134982,-0.97927931,9.73E-12,APC
ENSG00000115266,-0.394844798,0.025550029,APC2
ENSG00000154856,1.670526578,1.42E-50,APCDD1
ENSG00000164062,0.61847593,1.63E-06,APEH
ENSG00000100823,-0.992952654,6.83E-10,APEX1
ENSG00000169188,0.528267943,0.001394549,APEX2
ENSG00000117362,0.527307083,9.76E-05,APH1A
ENSG00000138613,0.123957722,0.298953527,APH1B
ENSG00000166181,-0.136821835,0.218695356,API5
ENSG00000149089,-0.086781592,0.516794206,APIP
ENSG00000169621,0.224335836,0.176579872,APLF
ENSG00000171388,-0.04600027,0.866423623,APLN
ENSG00000105290,-0.571271648,3.14E-06,APLP1
ENSG00000084234,0.380614727,0.014363772,APLP2
ENSG00000101474,0.079023657,0.571279637,APMAP
ENSG00000244509,1.593548977,5.03E-08,APOBEC3C
ENSG00000128394,1.574170188,1.59E-07,APOBEC3F
ENSG00000130203,2.076172346,5.97E-23,APOE
ENSG00000128335,1.581589379,1.50E-22,APOL2
ENSG00000100336,4.149613221,2.66E-119,APOL4
ENSG00000221963,2.482897006,2.31E-13,APOL6
ENSG00000178878,1.082210862,1.79E-15,APOLD1
ENSG00000204444,0.16795642,0.482214449,APOM
ENSG00000184831,-0.138569392,0.335051071,APOO
ENSG00000155008,0.478411122,0.00102016,APOOL
ENSG00000142192,0.797750702,5.42E-07,APP
ENSG00000062725,0.786288777,3.09E-11,APPBP2
ENSG00000157500,0.040703586,0.744096889,APPL1
ENSG00000136044,-0.03796543,0.763247734,APPL2
ENSG00000198931,0.621292022,2.94E-05,APRT
ENSG00000137074,0.241269906,0.029736757,APTX
ENSG00000240583,1.213359431,1.00E-06,AQP1
ENSG00000178301,0.910415115,1.50E-08,AQP11
ENSG00000021776,-0.008747137,0.946909291,AQR
ENSG00000169083,0.839051112,1.86E-09,AR
ENSG00000078061,0.204035327,0.183609052,ARAF
ENSG00000186635,0.382017792,0.014580409,ARAP1
ENSG00000047365,0.329707551,0.023766122,ARAP2
ENSG00000120318,-1.584637856,1.04E-17,ARAP3
ENSG00000198576,-2.812126758,1.72E-15,ARC
ENSG00000095139,0.259709207,0.0352384,ARCN1
ENSG00000119682,0.022827219,0.855446329,AREL1
ENSG00000143761,-0.441173869,0.005524145,ARF1
ENSG00000134287,-0.178104538,0.123764602,ARF3
ENSG00000168374,0.339721834,0.017066023,ARF4
ENSG00000004059,-0.087122696,0.456889786,ARF5
ENSG00000165527,-0.560311422,2.94E-06,ARF6
ENSG00000101199,0.495581754,2.81E-05,ARFGAP1
ENSG00000149182,0.033963915,0.806463598,ARFGAP2
ENSG00000242247,0.075773238,0.518600871,ARFGAP3
ENSG00000066777,-0.31460687,0.012459678,ARFGEF1
ENSG00000124198,-0.066915541,0.580021367,ARFGEF2
ENSG00000112379,-0.607684373,0.001204961,ARFGEF3
ENSG00000164144,0.241341137,0.044667229,ARFIP1
ENSG00000132254,0.10012021,0.409586429,ARFIP2
ENSG00000101246,0.041389764,0.758170442,ARFRP1
ENSG00000081181,-1.24389529,5.06E-22,ARG2
ENSG00000134884,-0.340685164,0.016595387,ARGLU1
ENSG00000175220,0.401717111,0.009420592,ARHGAP1
ENSG00000071205,0.520422809,0.030813504,ARHGAP10
ENSG00000198826,-0.939323593,5.10E-15,ARHGAP11A
ENSG00000165322,0.592633405,6.55E-08,ARHGAP12
ENSG00000140750,-0.17813675,0.19354149,ARHGAP17
ENSG00000146376,1.684697821,7.68E-20,ARHGAP18
ENSG00000213390,-0.113355576,0.377634418,ARHGAP19
ENSG00000269891,-1.328468376,1.35E-06,ARHGAP19-SLIT1
ENSG00000137727,-2.641216021,5.10E-17,ARHGAP20
ENSG00000107863,0.473133604,0.000927663,ARHGAP21
ENSG00000128805,0.310566399,0.343451424,ARHGAP22
ENSG00000275832,-0.894487451,1.31E-11,ARHGAP23
ENSG00000138639,0.261234233,0.262504599,ARHGAP24
ENSG00000145819,0.51815301,0.00103434,ARHGAP26
ENSG00000159314,0.094618924,0.657078866,ARHGAP27
ENSG00000088756,0.022076978,0.897427512,ARHGAP28
ENSG00000137962,2.821994682,5.72E-41,ARHGAP29
ENSG00000031081,1.107596326,1.50E-10,ARHGAP31
ENSG00000134909,-0.11812264,0.408899107,ARHGAP32
ENSG00000004777,-1.229614973,5.51E-12,ARHGAP33
ENSG00000160007,-0.359184433,0.010447355,ARHGAP35
ENSG00000147256,-6.726388761,1.23E-42,ARHGAP36
ENSG00000147799,-0.140159067,0.280798594,ARHGAP39
ENSG00000089820,0.075914194,0.762771376,ARHGAP4
ENSG00000165895,1.027358082,7.96E-11,ARHGAP42
ENSG00000006740,-0.575761748,0.00206053,ARHGAP44
ENSG00000100852,0.408519366,0.000547708,ARHGAP5
ENSG00000047648,-0.141083989,0.649045394,ARHGAP6
ENSG00000141522,0.152375648,0.399429462,ARHGDIA
ENSG00000242173,0.028433014,0.864600604,ARHGDIG
ENSG00000076928,0.082540067,0.600543109,ARHGEF1
ENSG00000104728,0.555600489,0.01276885,ARHGEF10
ENSG00000074964,0.189769238,0.08045147,ARHGEF10L
ENSG00000132694,-0.363541146,0.000582691,ARHGEF11
ENSG00000196914,-0.080232252,0.522043076,ARHGEF12
ENSG00000130762,-1.310384881,5.36E-06,ARHGEF16
ENSG00000110237,-0.117907555,0.404550735,ARHGEF17
ENSG00000104880,0.184418874,0.11829893,ARHGEF18
ENSG00000142632,-0.895947445,0.000212712,ARHGEF19
ENSG00000116584,-0.418266291,0.001319455,ARHGEF2
ENSG00000240771,0.399999997,0.005383877,ARHGEF25
ENSG00000114790,-0.067938037,0.715456714,ARHGEF26
ENSG00000214944,1.472316469,1.23E-13,ARHGEF28
ENSG00000163947,1.456834223,4.05E-26,ARHGEF3
ENSG00000214694,-0.217866854,0.372752077,ARHGEF33
ENSG00000183111,0.550079145,0.002580106,ARHGEF37
ENSG00000137135,-1.365728756,7.68E-11,ARHGEF39
ENSG00000136002,-0.147823868,0.211599602,ARHGEF4
ENSG00000165801,0.464865967,6.43E-05,ARHGEF40
ENSG00000129675,1.103276097,2.57E-14,ARHGEF6
ENSG00000102606,-0.88224728,9.53E-11,ARHGEF7
ENSG00000131089,-0.253392447,0.022003247,ARHGEF9
ENSG00000117713,-0.857494977,9.57E-07,ARID1A
ENSG00000049618,-0.527865517,0.000626571,ARID1B
ENSG00000189079,-0.300177173,0.035790279,ARID2
ENSG00000116017,-0.107974479,0.512336785,ARID3A
ENSG00000179361,-0.582495171,0.001068215,ARID3B
ENSG00000032219,-0.698786296,4.84E-07,ARID4A
ENSG00000054267,-0.323436271,0.017412407,ARID4B
ENSG00000196843,0.861410947,1.80E-05,ARID5A
ENSG00000150347,0.192676111,0.14007391,ARID5B
ENSG00000166233,-0.149912891,0.24284835,ARIH1
ENSG00000177479,0.223729295,0.039025529,ARIH2
ENSG00000221883,0.189229694,0.421994709,ARIH2OS
ENSG00000120805,0.866753632,5.10E-14,ARL1
ENSG00000175414,0.355581399,0.167921055,ARL10
ENSG00000169379,0.165989352,0.167413848,ARL13B
ENSG00000152219,0.149277024,0.20373209,ARL14EP
ENSG00000185305,-0.346529852,0.049436784,ARL15
ENSG00000214087,0.034484737,0.815863085,ARL16
ENSG00000185829,-0.349295043,0.152531053,ARL17A
ENSG00000228696,-0.242979178,0.313037623,ARL17A
ENSG00000213465,0.850999665,9.54E-09,ARL2
ENSG00000102931,0.062860226,0.607827355,ARL2BP
ENSG00000138175,-0.209795031,0.067448974,ARL3
ENSG00000122644,2.120335777,2.52E-63,ARL4A
ENSG00000188042,0.336492266,0.012034335,ARL4C
ENSG00000175906,-0.926848028,4.92E-06,ARL4D
ENSG00000162980,0.339874925,0.003987432,ARL5A
ENSG00000165997,-0.304836051,0.015520681,ARL5B
ENSG00000113966,-0.24532329,0.086229107,ARL6
ENSG00000170540,0.060765339,0.651944969,ARL6IP1
ENSG00000144746,0.542901819,5.50E-06,ARL6IP5
ENSG00000177917,-0.162415106,0.176075829,ARL6IP6
ENSG00000143862,-0.152355403,0.18528759,ARL8A
ENSG00000134108,0.473916463,2.90E-05,ARL8B
ENSG00000104442,-0.007425155,0.9518555,ARMC1
ENSG00000170632,0.394525541,0.001518608,ARMC10
ENSG00000157343,0.140747089,0.595985481,ARMC12
ENSG00000118690,0.179457452,0.200796494,ARMC2
ENSG00000165309,1.667341934,6.71E-12,ARMC3
ENSG00000169126,0.995609959,5.63E-06,ARMC4
ENSG00000140691,0.025324272,0.887687705,ARMC5
ENSG00000105676,-0.294284201,0.025889128,ARMC6
ENSG00000125449,-0.097682722,0.651944969,ARMC7
ENSG00000114098,-0.224515538,0.041296183,ARMC8
ENSG00000135931,0.366231834,0.001212723,ARMC9
ENSG00000126947,0.207144763,0.124311604,ARMCX1
ENSG00000184867,0.41892049,0.000745182,ARMCX2
ENSG00000102401,0.44035215,8.33E-05,ARMCX3
ENSG00000196440,0.249088085,0.064548538,ARMCX4
ENSG00000125962,-0.495976048,0.000147766,ARMCX5
ENSG00000198960,0.222436537,0.073648439,ARMCX6
ENSG00000198520,0.425447666,0.021492355,ARMH1
ENSG00000120029,-0.251558954,0.090502144,ARMH3
ENSG00000139971,0.132707014,0.40135514,ARMH4
ENSG00000146476,0.052966382,0.707678483,ARMT1
ENSG00000143437,0.057308013,0.656131594,ARNT
ENSG00000172379,-0.472450914,0.000536405,ARNT2
ENSG00000133794,0.55650217,7.24E-06,ARNTL
ENSG00000029153,-0.012864092,0.929780046,ARNTL2
ENSG00000241685,-0.175621373,0.273331232,ARPC1A
ENSG00000163466,0.022700465,0.86151022,ARPC2
ENSG00000111229,0.204353982,0.067670131,ARPC3
ENSG00000241553,0.026742056,0.873077379,ARPC4
ENSG00000162704,-0.093264325,0.427797958,ARPC5
ENSG00000136950,-0.031516296,0.836529345,ARPC5L
ENSG00000242498,0.148568143,0.210180283,ARPIN
ENSG00000128989,0.182388808,0.139276281,ARPP19
ENSG00000172995,-3.650331065,3.82E-69,ARPP21
ENSG00000137486,-0.983718752,9.07E-05,ARRB1
ENSG00000141480,-0.251426272,0.046799638,ARRB2
ENSG00000197070,0.232600557,0.125613616,ARRDC1
ENSG00000105643,0.408247948,0.139258274,ARRDC2
ENSG00000113369,0.224636037,0.080152313,ARRDC3
ENSG00000140450,1.49576337,1.74E-09,ARRDC4
ENSG00000100299,0.74201853,4.75E-08,ARSA
ENSG00000113273,0.464674013,0.000124132,ARSB
ENSG00000006756,0.755883785,3.31E-08,ARSD
ENSG00000141337,0.152505708,0.44010306,ARSG
ENSG00000180801,2.060767362,6.52E-15,ARSJ
ENSG00000164291,1.067214888,2.71E-13,ARSK
ENSG00000157399,1.848186611,1.97E-14,ARSL
ENSG00000156219,3.880386382,2.62E-54,ART3
ENSG00000167311,1.132629272,2.71E-05,ART5
ENSG00000173409,0.251502666,0.05885069,ARV1
ENSG00000099889,0.103024224,0.405958795,ARVCF
ENSG00000004848,-2.767264387,9.23E-34,ARX
ENSG00000104763,1.011833982,1.54E-12,ASAH1
ENSG00000188611,-0.404532488,0.051810864,ASAH2
ENSG00000204147,-0.346897786,0.031833773,ASAH2B
ENSG00000153317,-0.570889482,1.19E-05,ASAP1
ENSG00000151693,-0.553124081,0.000164809,ASAP2
ENSG00000088280,1.016647057,9.46E-15,ASAP3
ENSG00000065802,0.248451537,0.036222485,ASB1
ENSG00000196372,0.395816008,0.009789482,ASB13
ENSG00000115239,-0.048795169,0.709662463,ASB3
ENSG00000148331,-0.230763305,0.040006851,ASB6
ENSG00000183475,0.155461575,0.216673125,ASB7
ENSG00000177981,-0.199217208,0.089417486,ASB8
ENSG00000138303,0.821089627,3.38E-14,ASCC1
ENSG00000100325,-0.277965746,0.035784898,ASCC2
ENSG00000112249,0.548520216,3.39E-07,ASCC3
ENSG00000139352,-0.34927768,0.020650452,ASCL1
ENSG00000111875,0.098214405,0.429566614,ASF1A
ENSG00000105011,-0.719213786,2.97E-05,ASF1B
ENSG00000141505,0.348980312,0.031291733,ASGR1
ENSG00000161944,5.943692332,4.44E-39,ASGR2
ENSG00000116539,-0.269882585,0.044593406,ASH1L
ENSG00000129691,-0.575677506,5.14E-05,ASH2L
ENSG00000110881,-0.200920549,0.276339223,ASIC1
ENSG00000108684,-0.357614457,0.122564179,ASIC2
ENSG00000213199,-0.234641976,0.286182895,ASIC3
ENSG00000072182,-1.331427707,0.001020357,ASIC4
ENSG00000126522,0.147368968,0.536411119,ASL
ENSG00000169093,0.257121639,0.097052431,ASMTL
ENSG00000070669,0.120965624,0.532930432,ASNS
ENSG00000138381,0.18814705,0.134732319,ASNSD1
ENSG00000198363,0.12218609,0.311472823,ASPH
ENSG00000174939,-1.192429816,1.15E-07,ASPHD1
ENSG00000128203,-0.273597848,0.089427984,ASPHD2
ENSG00000066279,-0.874695104,3.30E-11,ASPM
ENSG00000244617,-0.012092705,0.958371705,ASPRV1
ENSG00000169696,0.164929166,0.189399272,ASPSCR1
ENSG00000162174,-0.897116834,6.15E-15,ASRGL1
ENSG00000130707,3.401769259,3.40E-97,ASS1
ENSG00000034533,-0.604869981,0.014690062,ASTE1
ENSG00000152092,-1.284066368,2.94E-34,ASTN1
ENSG00000148219,-0.316737511,0.078453842,ASTN2
ENSG00000171456,-0.329147,0.003551062,ASXL1
ENSG00000143970,0.296916031,0.021315117,ASXL2
ENSG00000141431,-0.208328821,0.435731755,ASXL3
ENSG00000138138,-0.14042399,0.21086207,ATAD1
ENSG00000156802,-0.734939151,1.36E-12,ATAD2
ENSG00000119778,-0.393762504,0.005999954,ATAD2B
ENSG00000197785,0.056711397,0.714337279,ATAD3A
ENSG00000160072,0.352304932,0.005081327,ATAD3B
ENSG00000176208,-1.057307486,2.67E-13,ATAD5
ENSG00000137343,-1.101971092,1.17E-10,ATAT1
ENSG00000167654,-0.660582132,7.57E-06,ATCAY
ENSG00000107669,-0.058990791,0.640992273,ATE1
ENSG00000123268,-0.035654441,0.831651277,ATF1
ENSG00000115966,-0.080943971,0.516459606,ATF2
ENSG00000162772,3.212240799,5.98E-57,ATF3
ENSG00000128272,0.595938665,3.90E-07,ATF4
ENSG00000169136,0.189511292,0.184776574,ATF5
ENSG00000118217,0.726886756,2.58E-12,ATF6
ENSG00000213676,0.206017283,0.150238203,ATF6B
ENSG00000170653,0.071021059,0.660745744,ATF7
ENSG00000171681,-0.170864493,0.249671843,ATF7IP
ENSG00000166669,0.21595458,0.191326214,ATF7IP2
ENSG00000152348,-0.128027303,0.431910336,ATG10
ENSG00000123395,0.381335747,0.00748477,ATG101
ENSG00000145782,0.046402186,0.708079718,ATG12
ENSG00000175224,0.368597792,0.00293983,ATG13
ENSG00000126775,0.250338764,0.023337998,ATG14
ENSG00000085978,-0.287177942,0.013932959,ATG16L1
ENSG00000168010,-0.409038272,0.022668913,ATG16L2
ENSG00000110046,0.21358904,0.110044608,ATG2A
ENSG00000066739,-0.180370612,0.127732378,ATG2B
ENSG00000144848,0.342883966,0.002368514,ATG3
ENSG00000101844,0.153633259,0.37054733,ATG4A
ENSG00000168397,0.036296818,0.772119566,ATG4B
ENSG00000125703,0.168058454,0.306826507,ATG4C
ENSG00000130734,-0.456691265,0.000845934,ATG4D
ENSG00000057663,0.303885984,0.008836085,ATG5
ENSG00000197548,0.333096647,0.004360874,ATG7
ENSG00000198925,0.348980284,0.013533951,ATG9A
ENSG00000181652,-2.449283726,2.93E-16,ATG9B
ENSG00000138363,-0.499535298,0.065044912,ATIC
ENSG00000198513,-0.622830086,1.40E-08,ATL1
ENSG00000119787,-0.116272282,0.361159563,ATL2
ENSG00000184743,0.889950285,9.95E-09,ATL3
ENSG00000149311,0.297220396,0.014860799,ATM
ENSG00000166454,0.129990753,0.285703351,ATMIN
ENSG00000111676,0.086861065,0.686868967,ATN1
ENSG00000168874,2.629931798,4.43E-31,ATOH8
ENSG00000177556,0.414750742,0.008239018,ATOX1
ENSG00000118322,1.995500425,7.55E-23,ATP10B
ENSG00000145246,0.386406739,0.004691679,ATP10D
ENSG00000068650,-0.707077417,2.70E-05,ATP11A
ENSG00000058063,-0.123091842,0.302153393,ATP11B
ENSG00000101974,-1.127250415,5.41E-12,ATP11C
ENSG00000105726,0.013719941,0.927500556,ATP13A1
ENSG00000159363,-0.249729317,0.041105064,ATP13A2
ENSG00000133657,-0.330657652,0.002242238,ATP13A3
ENSG00000127249,0.210139931,0.283131897,ATP13A4
ENSG00000163399,-0.208441668,0.245919097,ATP1A1
ENSG00000018625,1.06224796,3.64E-16,ATP1A2
ENSG00000105409,-1.458808459,3.66E-05,ATP1A3
ENSG00000143153,0.149955599,0.435718314,ATP1B1
ENSG00000129244,0.125228888,0.651732156,ATP1B2
ENSG00000069849,-0.408108272,0.000525297,ATP1B3
ENSG00000166896,-0.152409203,0.482309395,ATP23
ENSG00000174437,0.156470366,0.234802595,ATP2A2
ENSG00000070961,-0.414654488,0.002630944,ATP2B1
ENSG00000157087,-1.653700557,3.64E-16,ATP2B2
ENSG00000067842,-1.421846389,3.78E-09,ATP2B3
ENSG00000058668,0.226015174,0.202601581,ATP2B4
ENSG00000017260,-0.099114788,0.42052539,ATP2C1
ENSG00000152234,0.102280334,0.454372431,ATP5F1A
ENSG00000110955,-0.333749469,0.021301154,ATP5F1B
ENSG00000165629,-0.021916685,0.862153807,ATP5F1C
ENSG00000099624,0.015617314,0.928027741,ATP5F1D
ENSG00000124172,0.096543759,0.500995574,ATP5F1E
ENSG00000130770,0.095415627,0.419555263,ATP5IF1
ENSG00000159199,-0.193873193,0.19376693,ATP5MC1
ENSG00000135390,0.10311383,0.426484277,ATP5MC2
ENSG00000154518,-0.085058082,0.516032744,ATP5MC3
ENSG00000173915,0.273941591,0.024111492,ATP5MD
ENSG00000169020,0.29178095,0.014039214,ATP5ME
ENSG00000241468,0.036195177,0.782638074,ATP5MF
ENSG00000167283,-0.197169726,0.162369172,ATP5MG
ENSG00000156411,0.022055128,0.86667101,ATP5MPL
ENSG00000116459,0.24074855,0.050292626,ATP5PB
ENSG00000167863,0.247359479,0.03157511,ATP5PD
ENSG00000154723,0.638424123,1.13E-06,ATP5PF
ENSG00000241837,0.454405032,0.00050619,ATP5PO
ENSG00000198899,-0.540065413,0.012409758,ATP6
ENSG00000071553,0.193183604,0.225016854,ATP6AP1
ENSG00000205464,-0.111099589,0.52595788,ATP6AP1L
ENSG00000182220,0.639176128,1.18E-06,ATP6AP2
ENSG00000033627,-0.189853383,0.100702004,ATP6V0A1
ENSG00000185344,0.148111169,0.20143738,ATP6V0A2
ENSG00000117410,0.000719925,0.996663136,ATP6V0B
ENSG00000159720,0.209865128,0.167921055,ATP6V0D1
ENSG00000113732,1.199483299,2.10E-17,ATP6V0E1
ENSG00000171130,-0.475897069,3.64E-05,ATP6V0E2
ENSG00000114573,-0.32421134,0.006516082,ATP6V1A
ENSG00000147416,0.126181014,0.448466122,ATP6V1B2
ENSG00000155097,0.191540528,0.09853356,ATP6V1C1
ENSG00000100554,0.287487266,0.016530699,ATP6V1D
ENSG00000131100,0.232731849,0.116030023,ATP6V1E1
ENSG00000250565,0.302879884,0.077085955,ATP6V1E2
ENSG00000128524,0.125295043,0.362190152,ATP6V1F
ENSG00000272899,-0.571289952,0.000869825,ATP6V1FNB
ENSG00000136888,0.421782591,0.00062019,ATP6V1G1
ENSG00000213760,-0.13999376,0.314074626,ATP6V1G2
ENSG00000047249,0.111626458,0.398955331,ATP6V1H
ENSG00000165240,0.096102459,0.452490638,ATP7A
ENSG00000123191,-0.019523128,0.88668715,ATP7B
ENSG00000228253,-0.694486417,0.001813604,ATP8
ENSG00000124406,0.526441899,2.20E-05,ATP8A1
ENSG00000132932,-1.810515865,1.88E-24,ATP8A2
ENSG00000143515,-0.224949248,0.046334363,ATP8B2
ENSG00000104043,-1.850301558,8.00E-16,ATP8B4
ENSG00000054793,-0.775486596,9.48E-08,ATP9A
ENSG00000166377,-0.152840133,0.175411574,ATP9B
ENSG00000123472,0.29068751,0.004124878,ATPAF1
ENSG00000171953,-0.322172702,0.015712089,ATPAF2
ENSG00000150756,0.079645733,0.60123704,ATPSCKMT
ENSG00000175054,0.277903379,0.01115228,ATR
ENSG00000138085,0.717502245,1.86E-06,ATRAID
ENSG00000164053,-0.437389584,0.001961891,ATRIP
ENSG00000088812,0.086535242,0.458928807,ATRN
ENSG00000107518,-1.39824497,1.87E-19,ATRNL1
ENSG00000085224,-0.520152183,0.000306769,ATRX
ENSG00000124788,0.35525757,0.007690776,ATXN1
ENSG00000130638,-0.125333034,0.399822409,ATXN10
ENSG00000224470,0.286828472,0.007012897,ATXN1L
ENSG00000204842,-0.173367432,0.222106318,ATXN2
ENSG00000168488,-0.019683153,0.906921448,ATXN2L
ENSG00000066427,0.089174969,0.510200964,ATXN3
ENSG00000163635,0.027362493,0.916425336,ATXN7
ENSG00000146776,-0.15712935,0.262922842,ATXN7L1
ENSG00000162650,-0.166756779,0.230820279,ATXN7L2
ENSG00000087152,-0.291651252,0.012790795,ATXN7L3
ENSG00000253719,-0.473293787,0.000320326,ATXN7L3B
ENSG00000148090,-0.110372843,0.552855454,AUH
ENSG00000127423,-0.609237483,0.004399878,AUNIP
ENSG00000115307,0.43241951,0.000208109,AUP1
ENSG00000087586,-0.207478806,0.09608635,AURKA
ENSG00000175756,0.383510397,0.011287416,AURKAIP1
ENSG00000178999,-1.375532909,2.90E-24,AURKB
