Ensembl,logFC,FDR,SYMBOL
ENSG00000089169,1.193386564,0.000106814,RPH3A
ENSG00000181031,0.542660182,0.065282516,RPH3AL
ENSG00000153574,-0.593171028,0.00086888,RPIA
ENSG00000147403,-0.061930777,0.670107521,RPL10
ENSG00000198755,0.251670323,0.046738476,RPL10A
ENSG00000142676,0.291730084,0.033141225,RPL11
ENSG00000197958,0.356149734,0.0023337,RPL12
ENSG00000167526,0.261325671,0.060441295,RPL13
ENSG00000142541,0.346599635,0.011040881,RPL13A
ENSG00000188846,-0.046504204,0.739152114,RPL14
ENSG00000174748,-0.086421428,0.562449471,RPL15
ENSG00000265681,0.537609929,0.005983223,RPL17
ENSG00000063177,0.136362695,0.282202761,RPL18
ENSG00000105640,0.053983655,0.718081583,RPL18A
ENSG00000108298,0.320057575,0.01056901,RPL19
ENSG00000122026,0.237458382,0.076452798,RPL21
ENSG00000116251,-0.128022864,0.364240595,RPL22
ENSG00000163584,1.017785315,7.04E-09,RPL22L1
ENSG00000125691,0.237145806,0.062115809,RPL23
ENSG00000198242,0.093795955,0.491208163,RPL23A
ENSG00000114391,0.050254985,0.709050258,RPL24
ENSG00000161970,0.212849952,0.129165179,RPL26
ENSG00000037241,0.200842001,0.169473573,RPL26L1
ENSG00000131469,0.169276073,0.218768883,RPL27
ENSG00000166441,0.47126866,4.89E-05,RPL27A
ENSG00000108107,-0.26333822,0.298982071,RPL28
ENSG00000162244,0.110813585,0.39376545,RPL29
ENSG00000100316,0.017168093,0.937225325,RPL3
ENSG00000156482,0.274453494,0.02770399,RPL30
ENSG00000071082,0.282510644,0.03588857,RPL31
ENSG00000144713,0.11142663,0.403694373,RPL32
ENSG00000109475,0.17108845,0.198014995,RPL34
ENSG00000136942,0.44901812,8.09E-05,RPL35
ENSG00000182899,0.220443339,0.124216538,RPL35A
ENSG00000130255,0.412841406,0.000156964,RPL36
ENSG00000241343,-0.416269059,0.026006402,RPL36A
ENSG00000165502,0.083080561,0.565079567,RPL36AL
ENSG00000145592,0.095673876,0.494931122,RPL37
ENSG00000197756,0.14952177,0.291390734,RPL37A
ENSG00000172809,-0.020487945,0.8841542,RPL38
ENSG00000198918,0.105344275,0.513774291,RPL39
ENSG00000163923,-0.507556057,0.00508115,RPL39L
ENSG00000174444,0.059684593,0.697010627,RPL4
ENSG00000229117,0.551154903,1.62E-06,RPL41
ENSG00000122406,0.106778906,0.469834618,RPL5
ENSG00000089009,0.337735248,0.008067923,RPL6
ENSG00000147604,0.216918646,0.105320136,RPL7
ENSG00000148303,0.245041103,0.055680273,RPL7A
ENSG00000146223,0.086971625,0.494596358,RPL7L1
ENSG00000161016,-0.310689765,0.041300501,RPL8
ENSG00000163682,0.105393624,0.481984146,RPL9
ENSG00000089157,0.290179703,0.024916599,RPLP0
ENSG00000137818,-0.349503018,0.041406612,RPLP1
ENSG00000177600,0.155318495,0.208246855,RPLP2
ENSG00000163902,0.619425872,4.31E-06,RPN1
ENSG00000118705,0.688585393,4.35E-06,RPN2
ENSG00000163684,-0.302714368,0.00729907,RPP14
ENSG00000241370,-0.825187634,0.002705731,RPP21
ENSG00000178718,-0.032530667,0.897199904,RPP25
ENSG00000164967,-0.088379244,0.65545114,RPP25L
ENSG00000148688,-0.000454203,0.997470116,RPP30
ENSG00000152464,0.428509004,0.003962812,RPP38
ENSG00000124787,0.176442373,0.373273576,RPP40
ENSG00000141425,-0.073589614,0.55354208,RPRD1A
ENSG00000101413,-0.110575053,0.382842146,RPRD1B
ENSG00000163125,-0.450528495,0.000186006,RPRD2
ENSG00000177519,-0.26990725,0.33089095,RPRM
ENSG00000179673,0.771476308,0.012253887,RPRML
ENSG00000124614,-0.005995427,0.977641344,RPS10
ENSG00000142534,0.192566424,0.149661532,RPS11
ENSG00000112306,0.332510882,0.014290828,RPS12
ENSG00000110700,-0.007703904,0.959016271,RPS13
ENSG00000164587,0.389162008,0.002338189,RPS14
ENSG00000115268,0.144913799,0.276106002,RPS15
ENSG00000134419,0.089411264,0.527822601,RPS15A
ENSG00000105193,-1.549541488,1.12E-09,RPS16
ENSG00000182774,-0.092956582,0.622973113,RPS17
ENSG00000231500,0.369938414,0.011195401,RPS18
ENSG00000105372,0.512114668,5.38E-05,RPS19
ENSG00000187051,0.423598567,0.003527571,RPS19BP1
ENSG00000140988,-0.054185936,0.728241708,RPS2
ENSG00000008988,0.182611359,0.144156822,RPS20
ENSG00000171858,-0.47878107,0.005855772,RPS21
ENSG00000186468,0.010922999,0.944564126,RPS23
ENSG00000138326,0.462459559,0.000931954,RPS24
ENSG00000118181,0.427122929,0.00041056,RPS25
ENSG00000197728,0.308542723,0.017622871,RPS26
ENSG00000177954,0.316012926,0.025642072,RPS27
ENSG00000143947,0.132349622,0.353484639,RPS27A
ENSG00000185088,0.793386209,1.34E-08,RPS27L
ENSG00000233927,0.091121751,0.569280951,RPS28
ENSG00000213741,-0.049149083,0.750759997,RPS29
ENSG00000149273,-0.12974132,0.398268485,RPS3
ENSG00000145425,0.231253663,0.110411988,RPS3A
ENSG00000198034,0.093783172,0.502649595,RPS4X
ENSG00000129824,0.315411002,0.007142901,RPS4Y1
ENSG00000083845,0.237165135,0.082674518,RPS5
ENSG00000137154,0.393353262,0.002533755,RPS6
ENSG00000117676,-0.513271181,0.001988759,RPS6KA1
ENSG00000071242,-0.765878866,2.79E-14,RPS6KA2
ENSG00000177189,-0.197365984,0.096229533,RPS6KA3
ENSG00000162302,0.400160033,0.014626126,RPS6KA4
ENSG00000100784,-1.145541105,2.52E-07,RPS6KA5
ENSG00000072133,-0.953862885,7.49E-12,RPS6KA6
ENSG00000108443,0.015175089,0.911314746,RPS6KB1
ENSG00000175634,-0.300159627,0.011233518,RPS6KB2
ENSG00000136643,0.144279752,0.195820634,RPS6KC1
ENSG00000198208,-0.827555362,2.91E-08,RPS6KL1
ENSG00000171863,0.178431713,0.174843448,RPS7
ENSG00000142937,0.18147687,0.189067864,RPS8
ENSG00000170889,0.0524064,0.709716697,RPS9
ENSG00000168028,0.064566085,0.636564649,RPSA
ENSG00000141564,-0.277895771,0.035565816,RPTOR
ENSG00000007376,-0.205309594,0.181377045,RPUSD1
ENSG00000166133,0.021820695,0.892967472,RPUSD2
ENSG00000156990,-0.139441858,0.249974809,RPUSD3
ENSG00000165526,-0.143349363,0.278072631,RPUSD4
ENSG00000155876,-0.198418063,0.229074822,RRAGA
ENSG00000083750,0.205738581,0.067482648,RRAGB
ENSG00000116954,0.3041675,0.097132137,RRAGC
ENSG00000025039,1.219352179,9.35E-23,RRAGD
ENSG00000126458,2.099580801,4.94E-22,RRAS
ENSG00000133818,-0.131732185,0.306503612,RRAS2
ENSG00000125844,1.411261663,1.74E-22,RRBP1
ENSG00000124782,1.243476673,1.18E-18,RREB1
ENSG00000180245,-0.76252916,0.010170335,RRH
ENSG00000167325,-0.506711212,5.43E-06,RRM1
ENSG00000171848,-1.434997965,2.04E-20,RRM2
ENSG00000048392,1.328450111,3.46E-18,RRM2B
ENSG00000085721,-0.148836893,0.188016282,RRN3
ENSG00000143303,0.160754791,0.322182878,RRNAD1
ENSG00000160214,0.469085323,2.23E-05,RRP1
ENSG00000052749,0.304755875,0.023684548,RRP12
ENSG00000067533,-0.241346725,0.05131824,RRP15
ENSG00000160208,0.16095307,0.142486787,RRP1B
ENSG00000124541,0.314721663,0.006508697,RRP36
ENSG00000189306,-0.11895845,0.313791382,RRP7A
ENSG00000132275,-0.268860329,0.022528112,RRP8
ENSG00000114767,0.294374718,0.077097398,RRP9
ENSG00000179041,-0.622959879,0.001283434,RRS1
ENSG00000136444,0.12841411,0.394599125,RSAD1
ENSG00000134321,-0.512525061,0.111109633,RSAD2
ENSG00000081019,-0.420810466,0.001546926,RSBN1
ENSG00000187257,-0.676501237,1.04E-07,RSBN1L
ENSG00000048649,-0.477076668,0.003976527,RSF1
ENSG00000167524,-0.171563922,0.358315412,RSKR
ENSG00000171490,0.158248767,0.163900841,RSL1D1
ENSG00000137876,0.208482727,0.085608134,RSL24D1
ENSG00000160188,1.921445626,1.39E-17,RSPH1
ENSG00000100218,-0.836949058,4.78E-05,RSPH14
ENSG00000130363,0.379587345,0.004065532,RSPH3
ENSG00000111834,0.863691108,5.34E-07,RSPH4A
ENSG00000172426,-0.594807541,0.025803945,RSPH9
ENSG00000147655,2.567294118,8.99E-14,RSPO2
ENSG00000146374,3.562822749,9.96E-42,RSPO3
ENSG00000159579,-0.076564156,0.487793318,RSPRY1
ENSG00000174891,0.29950549,0.006604838,RSRC1
ENSG00000111011,-0.027735543,0.84120431,RSRC2
ENSG00000117616,0.733713784,7.45E-11,RSRP1
ENSG00000148484,0.647943323,6.43E-07,RSU1
ENSG00000132026,-0.665249298,0.037164761,RTBDN
ENSG00000137996,-0.068588401,0.576873218,RTCA
ENSG00000100220,0.263300297,0.018254156,RTCB
ENSG00000258366,-0.525100519,0.025138272,RTEL1
ENSG00000026036,-0.436670823,0.049545601,RTEL1-TNFRSF6B
ENSG00000137815,-0.378663546,0.002286784,RTF1
ENSG00000022277,0.367274015,0.00064115,RTF2
ENSG00000114993,0.75295182,4.65E-08,RTKN
ENSG00000182010,-0.740893977,3.45E-07,RTKN2
ENSG00000254656,2.696906426,5.46E-23,RTL1
ENSG00000215012,-0.226354009,0.044313305,RTL10
ENSG00000242732,-0.646036561,0.001326922,RTL5
ENSG00000188636,-0.366958279,0.000487942,RTL6
ENSG00000203950,-0.795921363,5.31E-06,RTL8A
ENSG00000212747,-0.640406605,0.000173876,RTL8B
ENSG00000134590,0.089041341,0.538731845,RTL8C
ENSG00000243978,0.28270183,0.288275736,RTL9
ENSG00000139970,-0.857307816,8.07E-12,RTN1
ENSG00000125744,-1.084509735,6.38E-15,RTN2
ENSG00000133318,-0.089992693,0.52536463,RTN3
ENSG00000115310,-0.22721951,0.076356506,RTN4
ENSG00000130347,-0.047999408,0.804986782,RTN4IP1
ENSG00000040608,-0.416233298,0.018404197,RTN4R
ENSG00000185924,-1.939092254,1.95E-12,RTN4RL1
ENSG00000186907,0.016860844,0.946583045,RTN4RL2
ENSG00000175077,-1.464253676,3.26E-08,RTP1
ENSG00000087302,-0.031916378,0.788154532,RTRAF
ENSG00000176225,-0.313091057,0.017092744,RTTN
ENSG00000145016,-0.059258901,0.671950885,RUBCN
ENSG00000102445,-1.32975669,0.000128388,RUBCNL
ENSG00000176783,0.349659698,0.001887856,RUFY1
ENSG00000204130,-0.410080269,0.000604256,RUFY2
ENSG00000018189,0.058446458,0.671811389,RUFY3
ENSG00000198863,-0.356659818,0.0050146,RUNDC1
ENSG00000108309,-1.072775026,2.11E-13,RUNDC3A
ENSG00000105784,-1.700854288,6.01E-21,RUNDC3B
ENSG00000159216,5.342013593,3.22E-56,RUNX1
ENSG00000079102,-1.092220905,0.00058053,RUNX1T1
ENSG00000124813,1.799080115,9.20E-08,RUNX2
ENSG00000160753,-1.344938764,1.14E-16,RUSC1
ENSG00000198853,-1.048891528,1.20E-19,RUSC2
ENSG00000175792,0.235002267,0.063780387,RUVBL1
ENSG00000183207,0.086365298,0.507409417,RUVBL2
ENSG00000111832,0.064417541,0.6022876,RWDD1
ENSG00000013392,0.387849998,0.004318823,RWDD2A
ENSG00000156253,0.566213701,0.000273439,RWDD2B
ENSG00000122481,0.218273513,0.286605096,RWDD3
ENSG00000182552,0.246574923,0.068662293,RWDD4
ENSG00000186350,-0.552747348,3.42E-06,RXRA
ENSG00000204231,0.000851165,0.995516769,RXRB
ENSG00000143171,-3.014484004,3.84E-19,RXRG
ENSG00000118600,0.239729403,0.072195728,RXYLT1
ENSG00000163602,-1.471332854,2.58E-15,RYBP
ENSG00000163785,0.473359969,2.08E-05,RYK
ENSG00000196218,-0.957181241,0.00016425,RYR1
ENSG00000198626,-1.628982389,2.60E-44,RYR2
ENSG00000198838,0.312192793,0.094511782,RYR3
ENSG00000197747,1.298442075,9.89E-06,S100A10
ENSG00000163191,3.623418405,6.23E-50,S100A11
ENSG00000189171,1.204704611,5.72E-10,S100A13
ENSG00000188643,1.987508149,1.35E-31,S100A16
ENSG00000197956,0.229835331,0.452694168,S100A6
ENSG00000160307,2.371822807,2.34E-09,S100B
ENSG00000116497,0.063650767,0.581704598,S100PBP
ENSG00000170989,-0.34186811,0.025416474,S1PR1
ENSG00000267534,0.00622096,0.972893298,S1PR2
ENSG00000213694,2.447956874,2.18E-33,S1PR3
ENSG00000166788,-0.399045922,0.002805484,SAAL1
ENSG00000168061,-0.124463015,0.451835281,SAC3D1
ENSG00000151835,0.063728125,0.671559143,SACS
ENSG00000142230,0.039386314,0.75376464,SAE1
ENSG00000160633,-0.746346432,8.89E-05,SAFB
ENSG00000130254,-0.319775227,0.021343329,SAFB2
ENSG00000103449,0.814209514,1.15E-09,SALL1
ENSG00000165821,-0.018617088,0.892879795,SALL2
ENSG00000256463,-3.781725206,3.88E-145,SALL3
ENSG00000101115,0.284710264,0.114529287,SALL4
ENSG00000141858,-0.326218829,0.004301483,SAMD1
ENSG00000130590,-0.954729654,6.06E-11,SAMD10
ENSG00000187634,2.553429409,1.75E-30,SAMD11
ENSG00000177570,0.04020668,0.754394452,SAMD12
ENSG00000203943,-0.060718146,0.796831605,SAMD13
ENSG00000167100,-1.164786932,9.78E-18,SAMD14
ENSG00000100583,0.678163997,1.17E-06,SAMD15
ENSG00000164483,-4.85241302,6.22E-47,SAMD3
ENSG00000020577,0.747555589,6.83E-10,SAMD4A
ENSG00000179134,0.174656429,0.151422345,SAMD4B
ENSG00000203727,-0.229931071,0.131072764,SAMD5
ENSG00000156671,0.333521363,0.001672283,SAMD8
ENSG00000205413,1.461462235,5.62E-12,SAMD9
ENSG00000177409,1.957880158,7.00E-15,SAMD9L
ENSG00000101347,-0.456719068,2.36E-05,SAMHD1
ENSG00000100347,-0.060578696,0.691004403,SAMM50
ENSG00000136715,-0.263217581,0.052086197,SAP130
ENSG00000150459,0.222569192,0.04032239,SAP18
ENSG00000164105,0.272084472,0.06584775,SAP30
ENSG00000161526,0.455775382,0.000608961,SAP30BP
ENSG00000164576,-0.075867815,0.601926873,SAP30L
ENSG00000186193,-0.998327875,3.64E-12,SAPCD2
ENSG00000079332,0.50815428,1.97E-06,SAR1A
ENSG00000152700,0.179717708,0.198341359,SAR1B
ENSG00000133872,0.113269009,0.523736972,SARAF
ENSG00000123453,0.308879971,0.237294062,SARDH
ENSG00000004139,-0.389119457,0.000109455,SARM1
ENSG00000205323,-0.231143535,0.319962856,SARNP
ENSG00000031698,0.409575042,0.000129945,SARS1
ENSG00000104835,-0.002558579,0.993249281,SARS2
ENSG00000175467,-0.420612833,0.002739364,SART1
ENSG00000075856,-0.113192087,0.302640896,SART3
ENSG00000111961,0.301242207,0.037223182,SASH1
ENSG00000156876,-0.047413789,0.808555277,SASS6
ENSG00000130066,0.873063671,1.31E-06,SAT1
ENSG00000141504,0.295225094,0.016419872,SAT2
ENSG00000182568,0.284130174,0.119143389,SATB1
ENSG00000119042,0.077956193,0.764001336,SATB2
ENSG00000184788,-0.159054232,0.462367441,SATL1
ENSG00000151748,0.566406782,2.20E-05,SAV1
ENSG00000188659,0.032088753,0.863524673,SAXO2
ENSG00000112167,-0.549956237,0.000150851,SAYSD1
ENSG00000126524,0.400757986,0.00041184,SBDS
ENSG00000100241,-0.017307535,0.899929965,SBF1
ENSG00000133812,0.09129319,0.4848081,SBF2
ENSG00000188322,-0.921838239,2.13E-05,SBK1
ENSG00000139697,-0.346754009,0.005235797,SBNO1
ENSG00000064932,0.748433319,2.72E-06,SBNO2
ENSG00000109929,-0.20143227,0.09582997,SC5D
ENSG00000126461,-0.191085892,0.213090224,SCAF1
ENSG00000139218,0.491175592,6.52E-06,SCAF11
ENSG00000156304,-0.138219071,0.540339907,SCAF4
ENSG00000213079,-0.144563718,0.228351521,SCAF8
ENSG00000173611,-0.596598338,5.00E-05,SCAI
ENSG00000085365,-0.168729956,0.253941376,SCAMP1
ENSG00000140497,0.478117496,0.000129131,SCAMP2
ENSG00000116521,0.018102653,0.91245161,SCAMP3
ENSG00000227500,0.492784647,0.000764123,SCAMP4
ENSG00000198794,-0.868421986,7.49E-14,SCAMP5
ENSG00000171222,0.057951147,0.780426968,SCAND1
ENSG00000114650,0.365824917,0.000737617,SCAP
ENSG00000140386,-0.535950768,0.000170886,SCAPER
ENSG00000168077,0.947018854,5.88E-10,SCARA3
ENSG00000073060,-0.043188923,0.808850953,SCARB1
ENSG00000138760,0.421784941,0.000287209,SCARB2
ENSG00000074660,0.118593946,0.650131308,SCARF1
ENSG00000244486,1.326989434,4.77E-16,SCARF2
ENSG00000214279,0.314108235,0.191008382,SCART1
ENSG00000143653,0.139216826,0.315772238,SCCPDH
ENSG00000099194,-0.108904826,0.555600292,SCD
ENSG00000145284,-0.489371406,0.000406832,SCD5
ENSG00000092108,0.178052722,0.08883518,SCFD1
ENSG00000184178,-0.143683359,0.361709796,SCFD2
ENSG00000171951,1.657485113,6.53E-11,SCG2
ENSG00000104112,-1.147839048,3.48E-07,SCG3
ENSG00000166922,-1.666532692,8.04E-24,SCG5
ENSG00000079689,-3.038837345,2.05E-12,SCGN
ENSG00000151967,0.999454509,2.31E-11,SCHIP1
ENSG00000283154,-0.782785727,0.000134947,SCHIP1
ENSG00000151466,-0.476219916,0.000524192,SCLT1
ENSG00000132330,-0.15406368,0.435442246,SCLY
ENSG00000010803,-0.527589534,5.30E-06,SCMH1
ENSG00000047634,-0.22203654,0.134802896,SCML1
ENSG00000102098,-0.813887118,1.10E-06,SCML2
ENSG00000146285,-2.726478074,9.53E-34,SCML4
ENSG00000168356,-1.259582583,9.35E-08,SCN11A
ENSG00000144285,0.263892251,0.017140271,SCN1A
ENSG00000105711,-0.664818507,0.010899337,SCN1B
ENSG00000136531,-1.088152075,2.46E-10,SCN2A
ENSG00000149575,-0.479278491,0.01312943,SCN2B
ENSG00000153253,-0.559449359,3.67E-05,SCN3A
ENSG00000166257,-1.027562314,1.26E-07,SCN3B
ENSG00000177098,0.334483274,0.055374688,SCN4B
ENSG00000183873,-3.15053154,7.52E-30,SCN5A
ENSG00000136546,1.015175477,4.06E-05,SCN7A
ENSG00000196876,-0.528169332,0.007708986,SCN8A
ENSG00000169432,-0.594546384,1.13E-05,SCN9A
ENSG00000163156,0.32548342,0.007127922,SCNM1
ENSG00000162572,0.220591861,0.230092137,SCNN1D
ENSG00000133028,0.212831951,0.056440633,SCO1
ENSG00000284194,0.49516009,0.006692864,SCO2
ENSG00000153130,0.590134461,7.83E-06,SCOC
ENSG00000116171,0.964435004,2.34E-13,SCP2
ENSG00000121064,1.943900403,9.63E-36,SCPEP1
ENSG00000164106,2.432690424,9.88E-29,SCRG1
ENSG00000180900,0.153555346,0.198127992,SCRIB
ENSG00000136193,-0.352450205,0.003134188,SCRN1
ENSG00000141295,0.707626217,1.00E-05,SCRN2
ENSG00000144306,0.338192085,0.010790894,SCRN3
ENSG00000261678,-1.208881821,1.70E-05,SCRT1
ENSG00000215397,-0.490554671,0.215584302,SCRT2
ENSG00000159307,-2.570420322,9.29E-19,SCUBE1
ENSG00000175356,1.070062468,1.33E-12,SCUBE2
ENSG00000146197,-0.514748294,0.000283871,SCUBE3
ENSG00000260428,0.139910587,0.644776208,SCX
ENSG00000142186,0.091761474,0.428409778,SCYL1
ENSG00000136021,-0.147238748,0.218240856,SCYL2
ENSG00000000457,-0.0771724,0.566846738,SCYL3
ENSG00000198301,0.300926748,0.006965657,SDAD1
ENSG00000115884,-0.408736145,0.001320299,SDC1
ENSG00000169439,1.899413994,2.74E-19,SDC2
ENSG00000162512,0.104640846,0.495472135,SDC3
ENSG00000124145,2.158292151,1.37E-10,SDC4
ENSG00000137575,0.354804604,0.010921406,SDCBP
ENSG00000125775,-0.441950264,0.121012688,SDCBP2
ENSG00000054282,0.010660396,0.935173794,SDCCAG8
ENSG00000143751,0.427768996,0.000204261,SDE2
ENSG00000132581,0.674375597,4.21E-06,SDF2
ENSG00000128228,0.828707681,0.000565249,SDF2L1
ENSG00000078808,0.703555631,2.99E-07,SDF4
ENSG00000073578,-0.133786218,0.431620435,SDHA
ENSG00000205138,0.09397025,0.634442556,SDHAF1
ENSG00000167985,0.049708066,0.815707062,SDHAF2
ENSG00000196636,0.312418217,0.062165456,SDHAF3
ENSG00000154079,0.434591087,0.010126332,SDHAF4
ENSG00000117118,0.190322727,0.170223893,SDHB
ENSG00000143252,-0.037924438,0.844516716,SDHC
ENSG00000204370,0.49181267,0.000389923,SDHD
ENSG00000146555,1.211739157,1.39E-22,SDK1
ENSG00000069188,1.179220907,3.82E-11,SDK2
ENSG00000100445,-0.236886457,0.087766247,SDR39U1
ENSG00000139410,1.842058497,2.30E-08,SDSL
ENSG00000140612,0.68497599,2.57E-10,SEC11A
ENSG00000166562,-0.192591608,0.166231879,SEC11C
ENSG00000157020,0.208895521,0.110747034,SEC13
ENSG00000129657,-0.024165518,0.881960214,SEC14L1
ENSG00000100003,1.231318717,7.30E-12,SEC14L2
ENSG00000148396,-0.163647973,0.323327157,SEC16A
ENSG00000121542,0.019077382,0.908104082,SEC22A
ENSG00000265808,0.19454742,0.080018388,SEC22B
ENSG00000093183,0.054504791,0.652670061,SEC22C
ENSG00000100934,0.456863544,7.94E-05,SEC23A
ENSG00000101310,0.389955843,0.001075272,SEC23B
ENSG00000107651,0.109335448,0.3309084,SEC23IP
ENSG00000113615,0.3600793,0.001473682,SEC24A
ENSG00000138802,-0.022498748,0.873476022,SEC24B
ENSG00000176986,-0.081724598,0.522034275,SEC24C
ENSG00000150961,0.6815554,1.40E-06,SEC24D
ENSG00000138674,0.41018349,0.000205707,SEC31A
ENSG00000075826,-0.065278093,0.661793619,SEC31B
ENSG00000058262,0.490068207,0.001345736,SEC61A1
ENSG00000065665,-0.158008281,0.261243839,SEC61A2
ENSG00000106803,0.231121376,0.07310348,SEC61B
ENSG00000132432,0.469575043,0.000257555,SEC61G
ENSG00000008952,-0.18884866,0.106103589,SEC62
ENSG00000025796,-0.259414783,0.084464101,SEC63
ENSG00000187742,-0.626499935,3.61E-06,SECISBP2
ENSG00000138593,0.014903574,0.914589571,SECISBP2L
ENSG00000085415,-0.27371359,0.02847103,SEH1L
ENSG00000071537,0.49602123,3.33E-06,SEL1L
ENSG00000091490,0.230688519,0.114017762,SEL1L3
ENSG00000143416,1.092017238,6.41E-12,SELENBP1
ENSG00000183291,0.661742611,5.76E-07,SELENOF
ENSG00000211450,0.168248816,0.369059177,SELENOH
ENSG00000138018,-0.129121397,0.243787737,SELENOI
ENSG00000113811,0.628721509,2.82E-06,SELENOK
ENSG00000198832,1.426153747,2.60E-18,SELENOM
ENSG00000162430,0.452909366,0.001704559,SELENON
ENSG00000073169,-0.076375614,0.635833365,SELENOO
ENSG00000250722,1.864933083,1.46E-16,SELENOP
ENSG00000131871,0.647553744,1.59E-06,SELENOS
ENSG00000198843,0.368654075,0.003492754,SELENOT
ENSG00000178980,0.323011132,0.012293623,SELENOW
ENSG00000127922,-0.02524326,0.840363371,SEM1
ENSG00000075213,-0.595717298,0.000160085,SEMA3A
ENSG00000012171,1.179003795,1.37E-08,SEMA3B
ENSG00000075223,-1.741128053,3.62E-22,SEMA3C
ENSG00000153993,0.805645208,0.000121448,SEMA3D
ENSG00000170381,-1.939264903,7.93E-13,SEMA3E
ENSG00000001617,-1.54202396,4.07E-10,SEMA3F
ENSG00000196189,-1.147321594,4.32E-10,SEMA4A
ENSG00000185033,-0.582103994,6.55E-05,SEMA4B
ENSG00000168758,-0.69753049,5.02E-11,SEMA4C
ENSG00000187764,-1.082275522,4.39E-13,SEMA4D
ENSG00000135622,-0.139938136,0.232551362,SEMA4F
ENSG00000095539,0.111323693,0.432778053,SEMA4G
ENSG00000112902,-1.386965783,3.43E-17,SEMA5A
ENSG00000082684,0.135244521,0.271470042,SEMA5B
ENSG00000092421,0.628516051,7.27E-05,SEMA6A
ENSG00000167680,-0.249439567,0.065439829,SEMA6B
ENSG00000143434,-0.246123005,0.037749384,SEMA6C
ENSG00000137872,0.035627848,0.791112035,SEMA6D
ENSG00000138623,-1.603906067,1.28E-12,SEMA7A
ENSG00000079387,-0.35250265,0.003151975,SENP1
ENSG00000163904,0.104956064,0.388334516,SENP2
ENSG00000161956,-0.069809342,0.679331304,SENP3
ENSG00000119231,-0.028387864,0.822429309,SENP5
ENSG00000112701,-0.118495209,0.333961708,SENP6
ENSG00000138468,-0.283136631,0.059346284,SENP7
ENSG00000166192,0.114194102,0.502004645,SENP8
ENSG00000086475,-0.237171398,0.02346646,SEPHS1
ENSG00000179918,-0.82694831,0.014880856,SEPHS2
ENSG00000109618,0.179592767,0.197579538,SEPSECS
ENSG00000284874,-0.586329465,0.00847419,SEPT5-GP1BB
ENSG00000180096,-0.405784825,0.230093838,SEPTIN1
ENSG00000186522,0.638314292,2.78E-10,SEPTIN10
ENSG00000138758,0.208316612,0.092438702,SEPTIN11
ENSG00000168385,0.766784131,3.55E-11,SEPTIN2
ENSG00000100167,-0.417048034,0.001027308,SEPTIN3
ENSG00000108387,-0.316054426,0.053336739,SEPTIN4
ENSG00000184702,-0.483930369,0.036445997,SEPTIN5
ENSG00000125354,-0.657457602,1.87E-06,SEPTIN6
ENSG00000122545,0.393845193,0.000480252,SEPTIN7
ENSG00000164402,-0.455341031,6.03E-06,SEPTIN8
ENSG00000184640,-0.977681988,2.45E-12,SEPTIN9
ENSG00000122335,-0.161874302,0.176496511,SERAC1
ENSG00000142864,-0.257762689,0.035875984,SERBP1
ENSG00000205572,-0.613271354,0.0105776,SERF1B
ENSG00000140264,0.798630589,1.59E-07,SERF2
ENSG00000129158,-0.238548321,0.146807898,SERGEF
ENSG00000111897,0.195965391,0.124924343,SERINC1
ENSG00000168528,0.155150384,0.229940515,SERINC2
ENSG00000132824,0.26920496,0.013673083,SERINC3
ENSG00000164300,-0.907853707,3.30E-07,SERINC5
ENSG00000120742,0.683813372,7.72E-10,SERP1
ENSG00000151778,-2.034182348,4.75E-10,SERP2
ENSG00000124570,1.899395914,1.44E-28,SERPINB6
ENSG00000166401,1.155995648,5.54E-05,SERPINB8
ENSG00000170542,-3.116247551,2.50E-18,SERPINB9
ENSG00000106366,4.298960863,5.99E-19,SERPINE1
ENSG00000135919,0.034634506,0.873458089,SERPINE2
ENSG00000132386,2.228112025,1.15E-23,SERPINF1
ENSG00000149131,2.91676156,9.87E-76,SERPING1
ENSG00000149257,1.948058192,6.50E-26,SERPINH1
ENSG00000163536,0.659816271,9.13E-09,SERPINI1
ENSG00000114204,1.788521009,4.10E-20,SERPINI2
ENSG00000197019,0.823713141,0.000115951,SERTAD1
ENSG00000179833,0.206840962,0.144763934,SERTAD2
ENSG00000167565,0.401043033,0.009801841,SERTAD3
ENSG00000082497,0.058318894,0.846345304,SERTAD4
ENSG00000180440,2.579328697,7.37E-09,SERTM1
ENSG00000260802,1.798280347,1.49E-13,SERTM2
ENSG00000080546,0.409099548,0.000128746,SESN1
ENSG00000130766,1.030372113,2.13E-14,SESN2
ENSG00000149212,0.108150279,0.378266609,SESN3
ENSG00000187231,-0.926494812,8.31E-08,SESTD1
ENSG00000119335,-0.222670227,0.07300448,SET
ENSG00000152217,-0.358465924,0.007492582,SETBP1
ENSG00000099381,-0.433613866,0.01127415,SETD1A
ENSG00000139718,-0.655459197,0.00082924,SETD1B
ENSG00000181555,-0.33298387,0.011777673,SETD2
ENSG00000183576,0.208653366,0.053984935,SETD3
ENSG00000185917,0.593367241,2.95E-08,SETD4
ENSG00000168137,0.03243528,0.818006559,SETD5
ENSG00000103037,-1.193681814,2.42E-14,SETD6
ENSG00000145391,0.20382767,0.08985111,SETD7
ENSG00000155542,0.78366515,0.000142072,SETD9
ENSG00000143379,-0.017741739,0.885934522,SETDB1
